AccNo,Name,ID,Contact,Email,Balance,Type
ACC-BR01-14237,,,,,0,0
ACC-BR01-36430,,,,,0,0
ACC-BR01-41070,,,,,0,0
ACC-BR01-25384,,,,,0,0
ACC-BR01-38570,,,,,0,0
ACC-BR01-19275,,,,,0,0
ACC-BR01-30980,,,,,0,0
ACC-BR01-33692,,,,,0,0
ACC-BR01-39214,,,,,0,0
ACC-BR01-34298,,,,,0,0
ACC-BR01-12188,,,,,0,0
ACC-BR01-15136,,,,,0,0
ACC-BR01-15498,,,,,0,0
ACC-BR01-33740,,,,,0,0
ACC-BR01-31296,,,,,0,0
ACC-BR01-23841,,,,,0,0
ACC-BR01-17557,,,,,0,0
ACC-BR01-42057,,,,,0,0
ACC-BR01-39346,,,,,0,0
ACC-BR01-15712,,,,,0,0
ACC-BR01-38936,,,,,0,0
ACC-BR01-41357,,,,,0,0
ACC-BR01-40421,,,,,0,0
ACC-BR01-39026,,,,,0,0
ACC-BR01-27986,,,,,0,0
ACC-BR01-41159,,,,,0,0
ACC-BR01-31361,,,,,0,0
ACC-BR01-19521,,,,,0,0
ACC-BR01-18038,,,,,0,0
ACC-BR01-37561,,,,,0,0
ACC-BR01-27491,,,,,0,0
ACC-BR01-24714,,,,,0,0
ACC-BR01-15912,,,,,0,0
ACC-BR01-25659,,,,,0,0
ACC-BR01-10522,,,,,0,0
ACC-BR01-24414,,,,,0,0
ACC-BR01-41987,,,,,0,0
ACC-BR01-32439,,,,,0,0
ACC-BR01-28011,,,,,0,0
ACC-BR01-32161,,,,,0,0
ACC-BR01-26902,,,,,0,0
ACC-BR01-39086,,,,,0,0
ACC-BR01-18382,,,,,0,0
ACC-BR01-37774,,,,,0,0
ACC-BR01-23651,,,,,0,0
ACC-BR01-22066,,,,,0,0
ACC-BR01-16879,,,,,0,0
ACC-BR01-25904,,,,,0,0
ACC-BR01-14174,,,,,0,0
ACC-BR01-14698,,,,,0,0
ACC-BR01-21550,,,,,0,0
ACC-BR01-15083,,,,,0,0
ACC-BR01-31348,,,,,0,0
ACC-BR01-25361,,,,,0,0
ACC-BR01-10784,,,,,0,0
ACC-BR01-18929,,,,,0,0
ACC-BR01-39297,,,,,0,0
ACC-BR01-41719,,,,,0,0
ACC-BR01-14092,,,,,0,0
ACC-BR01-27853,,,,,0,0
ACC-BR01-30809,,,,,0,0
ACC-BR01-22654,,,,,0,0
ACC-BR01-39534,,,,,0,0
ACC-BR01-11228,,,,,0,0
ACC-BR01-14144,,,,,0,0
ACC-BR01-41759,,,,,0,0
ACC-BR01-21623,,,,,0,0
ACC-BR01-38350,,,,,0,0
ACC-BR01-20338,,,,,0,0
ACC-BR01-25315,,,,,0,0
ACC-BR01-19083,,,,,0,0
ACC-BR01-26666,,,,,0,0
ACC-BR01-32668,,,,,0,0
ACC-BR01-35050,,,,,0,0
ACC-BR01-39874,,,,,0,0
ACC-BR01-34759,,,,,0,0
ACC-BR01-34912,,,,,0,0
ACC-BR01-14311,,,,,0,0
ACC-BR01-17767,,,,,0,0
ACC-BR01-18772,,,,,0,0
ACC-BR01-14549,,,,,0,0
ACC-BR01-13473,,,,,0,0
ACC-BR01-38780,,,,,0,0
ACC-BR01-35281,,,,,0,0
ACC-BR01-19205,,,,,0,0
ACC-BR01-42612,,,,,0,0
ACC-BR01-31028,,,,,0,0
ACC-BR01-38675,,,,,0,0
ACC-BR01-36974,,,,,0,0
ACC-BR01-10190,,,,,0,0
ACC-BR01-32120,,,,,0,0
ACC-BR01-26692,,,,,0,0
ACC-BR01-28289,,,,,0,0
ACC-BR01-42675,,,,,0,0
ACC-BR01-18275,,,,,0,0
ACC-BR01-42592,,,,,0,0
ACC-BR01-11046,,,,,0,0
ACC-BR01-38202,,,,,0,0
ACC-BR01-16069,,,,,0,0
ACC-BR01-33978,,,,,0,0
ACC-BR01-35125,,,,,0,0
ACC-BR01-27149,,,,,0,0
ACC-BR01-38052,,,,,0,0
ACC-BR01-26997,,,,,0,0
ACC-BR01-13567,,,,,0,0
ACC-BR01-28909,,,,,0,0
ACC-BR01-38838,,,,,0,0
ACC-BR01-26124,,,,,0,0
ACC-BR01-32963,,,,,0,0
ACC-BR01-27435,,,,,0,0
ACC-BR01-22761,,,,,0,0
ACC-BR01-32714,,,,,0,0
ACC-BR01-28985,,,,,0,0
ACC-BR01-32816,,,,,0,0
ACC-BR01-40923,,,,,0,0
ACC-BR01-18514,,,,,0,0
ACC-BR01-39435,,,,,0,0
ACC-BR01-32246,,,,,0,0
ACC-BR01-12130,,,,,0,0
ACC-BR01-17944,,,,,0,0
ACC-BR01-19031,,,,,0,0
ACC-BR01-27021,,,,,0,0
ACC-BR01-23045,,,,,0,0
ACC-BR01-11494,,,,,0,0
ACC-BR01-35119,,,,,0,0
ACC-BR01-24471,,,,,0,0
ACC-BR01-26241,,,,,0,0
ACC-BR01-26201,,,,,0,0
ACC-BR01-25112,,,,,0,0
ACC-BR01-17612,,,,,0,0
ACC-BR01-17477,,,,,0,0
ACC-BR01-27233,,,,,0,0
ACC-BR01-33166,,,,,0,0
ACC-BR01-18039,,,,,0,0
ACC-BR01-36854,,,,,0,0
ACC-BR01-26564,,,,,0,0
ACC-BR01-41343,,,,,0,0
ACC-BR01-10999,,,,,0,0
ACC-BR01-26604,,,,,0,0
ACC-BR01-15515,,,,,0,0
ACC-BR01-17867,,,,,0,0
ACC-BR01-29247,,,,,0,0
ACC-BR01-37043,,,,,0,0
ACC-BR01-16084,,,,,0,0
ACC-BR01-18635,,,,,0,0
ACC-BR01-18006,,,,,0,0
ACC-BR01-27019,,,,,0,0
ACC-BR01-21679,,,,,0,0
ACC-BR01-14279,,,,,0,0
ACC-BR01-15320,,,,,0,0
ACC-BR01-12521,,,,,0,0
ACC-BR01-23873,,,,,0,0
ACC-BR01-32638,,,,,0,0
ACC-BR01-25203,,,,,0,0
ACC-BR01-39156,,,,,0,0
ACC-BR01-26868,,,,,0,0
ACC-BR01-26785,,,,,0,0
ACC-BR01-42346,,,,,0,0
ACC-BR01-11272,,,,,0,0
ACC-BR01-16900,,,,,0,0
ACC-BR01-25688,,,,,0,0
ACC-BR01-31766,,,,,0,0
ACC-BR01-33078,,,,,0,0
ACC-BR01-17667,,,,,0,0
ACC-BR01-10428,,,,,0,0
ACC-BR01-27232,,,,,0,0
ACC-BR01-16578,,,,,0,0
ACC-BR01-35158,,,,,0,0
ACC-BR01-40284,,,,,0,0
ACC-BR01-20808,,,,,0,0
ACC-BR01-30883,,,,,0,0
ACC-BR01-22966,,,,,0,0
ACC-BR01-38841,,,,,0,0
ACC-BR01-36706,,,,,0,0
ACC-BR01-16647,,,,,0,0
ACC-BR01-31921,,,,,0,0
ACC-BR01-26569,,,,,0,0
ACC-BR01-29011,,,,,0,0
ACC-BR01-12493,,,,,0,0
ACC-BR01-19750,,,,,0,0
ACC-BR01-13431,,,,,0,0
ACC-BR01-29272,,,,,0,0
ACC-BR01-41481,,,,,0,0
ACC-BR01-41677,,,,,0,0
ACC-BR01-10273,,,,,0,0
ACC-BR01-19648,,,,,0,0
ACC-BR01-18052,,,,,0,0
ACC-BR01-35500,,,,,0,0
ACC-BR01-27929,,,,,0,0
ACC-BR01-23149,,,,,0,0
ACC-BR01-35897,,,,,0,0
ACC-BR01-20386,,,,,0,0
ACC-BR01-31270,,,,,0,0
ACC-BR01-17751,,,,,0,0
ACC-BR01-20952,,,,,0,0
ACC-BR01-21217,,,,,0,0
ACC-BR01-12032,,,,,0,0
ACC-BR01-34824,,,,,0,0
ACC-BR01-27463,,,,,0,0
ACC-BR01-13420,,,,,0,0
ACC-BR01-16598,,,,,0,0
ACC-BR01-15905,,,,,0,0
ACC-BR01-30236,,,,,0,0
ACC-BR01-19357,,,,,0,0
ACC-BR01-30411,,,,,0,0
ACC-BR01-17620,,,,,0,0
ACC-BR01-32292,,,,,0,0
ACC-BR01-28577,,,,,0,0
ACC-BR01-13941,,,,,0,0
ACC-BR01-11112,,,,,0,0
ACC-BR01-29152,,,,,0,0
ACC-BR01-36858,,,,,0,0
ACC-BR01-24669,,,,,0,0
ACC-BR01-29624,,,,,0,0
ACC-BR01-26370,,,,,0,0
ACC-BR01-40188,,,,,0,0
ACC-BR01-31875,,,,,0,0
ACC-BR01-41652,,,,,0,0
ACC-BR01-12021,,,,,0,0
ACC-BR01-16464,,,,,0,0
ACC-BR01-14039,,,,,0,0
ACC-BR01-41183,,,,,0,0
ACC-BR01-15186,,,,,0,0
ACC-BR01-25972,,,,,0,0
ACC-BR01-11200,,,,,0,0
ACC-BR01-27343,,,,,0,0
ACC-BR01-21100,,,,,0,0
ACC-BR01-37433,,,,,0,0
ACC-BR01-33944,,,,,0,0
ACC-BR01-37296,,,,,0,0
ACC-BR01-37829,,,,,0,0
ACC-BR01-36676,,,,,0,0
ACC-BR01-25646,,,,,0,0
ACC-BR01-35777,,,,,0,0
ACC-BR01-19606,,,,,0,0
ACC-BR01-24718,,,,,0,0
ACC-BR01-41795,,,,,0,0
ACC-BR01-21717,,,,,0,0
ACC-BR01-40011,,,,,0,0
ACC-BR01-36324,,,,,0,0
ACC-BR01-23822,,,,,0,0
ACC-BR01-24276,,,,,0,0
ACC-BR01-26884,,,,,0,0
ACC-BR01-15208,,,,,0,0
ACC-BR01-19385,,,,,0,0
ACC-BR01-21047,,,,,0,0
ACC-BR01-42005,,,,,0,0
ACC-BR01-37390,,,,,0,0
ACC-BR01-29921,,,,,0,0
ACC-BR01-40592,,,,,0,0
ACC-BR01-24199,,,,,0,0
ACC-BR01-30751,,,,,0,0
ACC-BR01-42521,,,,,0,0
ACC-BR01-23296,,,,,0,0
ACC-BR01-11669,,,,,0,0
ACC-BR01-39353,,,,,0,0
ACC-BR01-16744,,,,,0,0
ACC-BR01-30398,,,,,0,0
ACC-BR01-24368,,,,,0,0
ACC-BR01-16717,,,,,0,0
ACC-BR01-22982,,,,,0,0
ACC-BR01-14743,,,,,0,0
ACC-BR01-32380,,,,,0,0
ACC-BR01-32800,,,,,0,0
ACC-BR01-40867,,,,,0,0
ACC-BR01-37992,,,,,0,0
ACC-BR01-10321,,,,,0,0
ACC-BR01-42699,,,,,0,0
ACC-BR01-40289,,,,,0,0
ACC-BR01-16806,,,,,0,0
ACC-BR01-12218,,,,,0,0
ACC-BR01-36283,,,,,0,0
ACC-BR01-17365,,,,,0,0
ACC-BR01-13783,,,,,0,0
ACC-BR01-37497,,,,,0,0
ACC-BR01-11698,,,,,0,0
ACC-BR01-18121,,,,,0,0
ACC-BR01-24598,,,,,0,0
ACC-BR01-15745,,,,,0,0
ACC-BR01-34883,,,,,0,0
ACC-BR01-18813,,,,,0,0
ACC-BR01-14995,,,,,0,0
ACC-BR01-41339,,,,,0,0
ACC-BR01-24666,,,,,0,0
ACC-BR01-23329,,,,,0,0
ACC-BR01-11024,,,,,0,0
ACC-BR01-38722,,,,,0,0
ACC-BR01-17074,,,,,0,0
ACC-BR01-17245,,,,,0,0
ACC-BR01-13157,,,,,0,0
ACC-BR01-37990,,,,,0,0
ACC-BR01-24157,,,,,0,0
ACC-BR01-40649,,,,,0,0
ACC-BR01-29181,,,,,0,0
ACC-BR01-12205,,,,,0,0
ACC-BR01-11583,,,,,0,0
ACC-BR01-19317,,,,,0,0
ACC-BR01-29271,,,,,0,0
ACC-BR01-30093,,,,,0,0
ACC-BR01-27795,,,,,0,0
ACC-BR01-42339,,,,,0,0
ACC-BR01-19846,,,,,0,0
ACC-BR01-36019,,,,,0,0
ACC-BR01-25957,,,,,0,0
ACC-BR01-37640,,,,,0,0
ACC-BR01-39601,,,,,0,0
ACC-BR01-10880,,,,,0,0
ACC-BR01-34070,,,,,0,0
ACC-BR01-25039,,,,,0,0
ACC-BR01-12180,,,,,0,0
ACC-BR01-22406,,,,,0,0
ACC-BR01-17884,,,,,0,0
ACC-BR01-29334,,,,,0,0
ACC-BR01-12541,,,,,0,0
ACC-BR01-33807,,,,,0,0
ACC-BR01-26431,,,,,0,0
ACC-BR01-13870,,,,,0,0
ACC-BR01-29519,,,,,0,0
ACC-BR01-27799,,,,,0,0
ACC-BR01-30365,,,,,0,0
ACC-BR01-31199,,,,,0,0
ACC-BR01-11011,,,,,0,0
ACC-BR01-20045,,,,,0,0
ACC-BR01-10151,,,,,0,0
ACC-BR01-33762,,,,,0,0
ACC-BR01-27938,,,,,0,0
ACC-BR01-27542,,,,,0,0
ACC-BR01-31970,,,,,0,0
ACC-BR01-32741,,,,,0,0
ACC-BR01-32716,,,,,0,0
ACC-BR01-24714,,,,,0,0
ACC-BR01-16422,,,,,0,0
ACC-BR01-15243,,,,,0,0
ACC-BR01-31413,,,,,0,0
ACC-BR01-18293,,,,,0,0
ACC-BR01-19234,,,,,0,0
ACC-BR01-13033,,,,,0,0
ACC-BR01-14243,,,,,0,0
ACC-BR01-11607,,,,,0,0
ACC-BR01-40919,,,,,0,0
ACC-BR01-27914,,,,,0,0
ACC-BR01-37617,,,,,0,0
ACC-BR01-22117,,,,,0,0
ACC-BR01-20760,,,,,0,0
ACC-BR01-10348,,,,,0,0
ACC-BR01-31758,,,,,0,0
ACC-BR01-21126,,,,,0,0
ACC-BR01-15120,,,,,0,0
ACC-BR01-22400,,,,,0,0
ACC-BR01-22014,,,,,0,0
ACC-BR01-25046,,,,,0,0
ACC-BR01-35772,,,,,0,0
ACC-BR01-27950,,,,,0,0
ACC-BR01-10200,,,,,0,0
ACC-BR01-10534,,,,,0,0
ACC-BR01-39789,,,,,0,0
ACC-BR01-31055,,,,,0,0
ACC-BR01-40263,,,,,0,0
ACC-BR01-13945,,,,,0,0
ACC-BR01-38215,,,,,0,0
ACC-BR01-38194,,,,,0,0
ACC-BR01-22281,,,,,0,0
ACC-BR01-21897,,,,,0,0
ACC-BR01-28613,,,,,0,0
ACC-BR01-40984,,,,,0,0
ACC-BR01-35699,,,,,0,0
ACC-BR01-13377,,,,,0,0
ACC-BR01-13619,,,,,0,0
ACC-BR01-19383,,,,,0,0
ACC-BR01-30443,,,,,0,0
ACC-BR01-22336,,,,,0,0
ACC-BR01-39986,,,,,0,0
ACC-BR01-30906,,,,,0,0
ACC-BR01-40045,,,,,0,0
ACC-BR01-24156,,,,,0,0
ACC-BR01-28727,,,,,0,0
ACC-BR01-25407,,,,,0,0
ACC-BR01-22023,,,,,0,0
ACC-BR01-39197,,,,,0,0
ACC-BR01-18956,,,,,0,0
ACC-BR01-40792,,,,,0,0
ACC-BR01-13660,,,,,0,0
ACC-BR01-27454,,,,,0,0
ACC-BR01-38990,,,,,0,0
ACC-BR01-25995,,,,,0,0
ACC-BR01-13348,,,,,0,0
ACC-BR01-33071,,,,,0,0
ACC-BR01-30702,,,,,0,0
ACC-BR01-12114,,,,,0,0
ACC-BR01-13483,,,,,0,0
ACC-BR01-21654,,,,,0,0
ACC-BR01-23728,,,,,0,0
ACC-BR01-41884,,,,,0,0
ACC-BR01-21070,,,,,0,0
ACC-BR01-32969,,,,,0,0
ACC-BR01-35247,,,,,0,0
ACC-BR01-21322,,,,,0,0
ACC-BR01-33281,,,,,0,0
ACC-BR01-26453,,,,,0,0
ACC-BR01-22998,,,,,0,0
ACC-BR01-17842,,,,,0,0
ACC-BR01-33483,,,,,0,0
ACC-BR01-42107,,,,,0,0
ACC-BR01-22632,,,,,0,0
ACC-BR01-21792,,,,,0,0
ACC-BR01-40520,,,,,0,0
ACC-BR01-21421,,,,,0,0
ACC-BR01-10618,,,,,0,0
ACC-BR01-23376,,,,,0,0
ACC-BR01-14630,,,,,0,0
ACC-BR01-42006,,,,,0,0
ACC-BR01-17012,,,,,0,0
ACC-BR01-11765,,,,,0,0
ACC-BR01-13225,,,,,0,0
ACC-BR01-15631,,,,,0,0
ACC-BR01-29332,,,,,0,0
ACC-BR01-27445,,,,,0,0
ACC-BR01-39464,,,,,0,0
ACC-BR01-29354,,,,,0,0
ACC-BR01-15210,,,,,0,0
ACC-BR01-38442,,,,,0,0
ACC-BR01-42382,,,,,0,0
ACC-BR01-18987,,,,,0,0
ACC-BR01-31068,,,,,0,0
ACC-BR01-33635,,,,,0,0
ACC-BR01-35801,,,,,0,0
ACC-BR01-20106,,,,,0,0
ACC-BR01-23588,,,,,0,0
ACC-BR01-38241,,,,,0,0
ACC-BR01-41118,,,,,0,0
ACC-BR01-13555,,,,,0,0
ACC-BR01-12109,,,,,0,0
ACC-BR01-18715,,,,,0,0
ACC-BR01-17795,,,,,0,0
ACC-BR01-20806,,,,,0,0
ACC-BR01-29370,,,,,0,0
ACC-BR01-37498,,,,,0,0
ACC-BR01-10947,,,,,0,0
ACC-BR01-23192,,,,,0,0
ACC-BR01-17184,,,,,0,0
ACC-BR01-35038,,,,,0,0
ACC-BR01-24494,,,,,0,0
ACC-BR01-32687,,,,,0,0
ACC-BR01-37511,,,,,0,0
ACC-BR01-25495,,,,,0,0
ACC-BR01-13094,,,,,0,0
ACC-BR01-19338,,,,,0,0
ACC-BR01-12492,,,,,0,0
ACC-BR01-18028,,,,,0,0
ACC-BR01-25635,,,,,0,0
ACC-BR01-22999,,,,,0,0
ACC-BR01-42017,,,,,0,0
ACC-BR01-24088,,,,,0,0
ACC-BR01-41520,,,,,0,0
ACC-BR01-23418,,,,,0,0
ACC-BR01-20876,,,,,0,0
ACC-BR01-19656,,,,,0,0
ACC-BR01-24044,,,,,0,0
ACC-BR01-27405,,,,,0,0
ACC-BR01-30052,,,,,0,0
ACC-BR01-26270,,,,,0,0
ACC-BR01-27018,,,,,0,0
ACC-BR01-12634,,,,,0,0
ACC-BR01-27608,,,,,0,0
ACC-BR01-15921,,,,,0,0
ACC-BR01-26961,,,,,0,0
ACC-BR01-23011,,,,,0,0
ACC-BR01-18791,,,,,0,0
ACC-BR01-33034,,,,,0,0
ACC-BR01-37917,,,,,0,0
ACC-BR01-22363,,,,,0,0
ACC-BR01-17257,,,,,0,0
ACC-BR01-42025,,,,,0,0
ACC-BR01-17372,,,,,0,0
ACC-BR01-30762,,,,,0,0
ACC-BR01-26756,,,,,0,0
ACC-BR01-24702,,,,,0,0
ACC-BR01-22034,,,,,0,0
ACC-BR01-19181,,,,,0,0
ACC-BR01-10552,,,,,0,0
ACC-BR01-32625,,,,,0,0
ACC-BR01-23637,,,,,0,0
ACC-BR01-21236,,,,,0,0
ACC-BR01-12372,,,,,0,0
ACC-BR01-30554,,,,,0,0
ACC-BR01-40145,,,,,0,0
ACC-BR01-36034,,,,,0,0
ACC-BR01-35710,,,,,0,0
ACC-BR01-22537,,,,,0,0
ACC-BR01-25286,,,,,0,0
ACC-BR01-17040,,,,,0,0
ACC-BR01-41904,,,,,0,0
ACC-BR01-34624,,,,,0,0
ACC-BR01-40709,,,,,0,0
ACC-BR01-12491,,,,,0,0
ACC-BR01-34229,,,,,0,0
ACC-BR01-19764,,,,,0,0
ACC-BR01-22647,,,,,0,0
ACC-BR01-31377,,,,,0,0
ACC-BR01-31408,,,,,0,0
ACC-BR01-12560,,,,,0,0
ACC-BR01-27798,,,,,0,0
ACC-BR01-28216,,,,,0,0
ACC-BR01-28821,,,,,0,0
ACC-BR01-42353,,,,,0,0
ACC-BR01-40946,,,,,0,0
ACC-BR01-39367,,,,,0,0
ACC-BR01-12974,,,,,0,0
ACC-BR01-34027,,,,,0,0
ACC-BR01-32429,,,,,0,0
ACC-BR01-12154,,,,,0,0
ACC-BR01-29207,,,,,0,0
ACC-BR01-24194,,,,,0,0
ACC-BR01-36095,,,,,0,0
ACC-BR01-14915,,,,,0,0
ACC-BR01-40514,,,,,0,0
ACC-BR01-37426,,,,,0,0
ACC-BR01-18354,,,,,0,0
ACC-BR01-41540,,,,,0,0
ACC-BR01-36212,,,,,0,0
ACC-BR01-15720,,,,,0,0
ACC-BR01-29863,,,,,0,0
ACC-BR01-33109,,,,,0,0
ACC-BR01-30022,,,,,0,0
ACC-BR01-30599,,,,,0,0
ACC-BR01-17232,,,,,0,0
ACC-BR01-18308,,,,,0,0
ACC-BR01-13094,,,,,0,0
ACC-BR01-24164,,,,,0,0
ACC-BR01-15668,,,,,0,0
ACC-BR01-12176,,,,,0,0
ACC-BR01-25811,,,,,0,0
ACC-BR01-29386,,,,,0,0
ACC-BR01-34414,,,,,0,0
ACC-BR01-33646,,,,,0,0
ACC-BR01-20708,,,,,0,0
ACC-BR01-17655,,,,,0,0
ACC-BR01-28206,,,,,0,0
ACC-BR01-12484,,,,,0,0
ACC-BR01-40770,,,,,0,0
ACC-BR01-28957,,,,,0,0
ACC-BR01-20279,,,,,0,0
ACC-BR01-11633,,,,,0,0
ACC-BR01-25001,,,,,0,0
ACC-BR01-27617,,,,,0,0
ACC-BR01-16479,,,,,0,0
ACC-BR01-11267,,,,,0,0
ACC-BR01-27691,,,,,0,0
ACC-BR01-40671,,,,,0,0
ACC-BR01-38162,,,,,0,0
ACC-BR01-41022,,,,,0,0
ACC-BR01-32173,,,,,0,0
ACC-BR01-21797,,,,,0,0
ACC-BR01-11727,,,,,0,0
ACC-BR01-37788,,,,,0,0
ACC-BR01-14441,,,,,0,0
ACC-BR01-30643,,,,,0,0
ACC-BR01-39082,,,,,0,0
ACC-BR01-18887,,,,,0,0
ACC-BR01-27242,,,,,0,0
ACC-BR01-39426,,,,,0,0
ACC-BR01-33224,,,,,0,0
ACC-BR01-13601,,,,,0,0
ACC-BR01-42514,,,,,0,0
ACC-BR01-22138,,,,,0,0
ACC-BR01-29670,,,,,0,0
ACC-BR01-15165,,,,,0,0
ACC-BR01-10903,,,,,0,0
ACC-BR01-31482,,,,,0,0
ACC-BR01-26834,,,,,0,0
ACC-BR01-18787,,,,,0,0
ACC-BR01-40066,,,,,0,0
ACC-BR01-34132,,,,,0,0
ACC-BR01-10736,,,,,0,0
ACC-BR01-14608,,,,,0,0
ACC-BR01-36399,,,,,0,0
ACC-BR01-28622,,,,,0,0
ACC-BR01-32951,,,,,0,0
ACC-BR01-33908,,,,,0,0
ACC-BR01-22608,,,,,0,0
ACC-BR01-19874,,,,,0,0
ACC-BR01-14130,,,,,0,0
ACC-BR01-19186,,,,,0,0
ACC-BR01-17002,,,,,0,0
ACC-BR01-14206,,,,,0,0
ACC-BR01-26751,,,,,0,0
ACC-BR01-42403,,,,,0,0
ACC-BR01-31574,,,,,0,0
ACC-BR01-34821,,,,,0,0
ACC-BR01-41299,,,,,0,0
ACC-BR01-19411,,,,,0,0
ACC-BR01-25025,,,,,0,0
ACC-BR01-26701,,,,,0,0
ACC-BR01-20596,,,,,0,0
ACC-BR01-34691,,,,,0,0
ACC-BR01-40108,,,,,0,0
ACC-BR01-11359,,,,,0,0
ACC-BR01-34621,,,,,0,0
ACC-BR01-31205,,,,,0,0
ACC-BR01-33773,,,,,0,0
ACC-BR01-32698,,,,,0,0
ACC-BR01-35358,,,,,0,0
ACC-BR01-12259,,,,,0,0
ACC-BR01-22701,,,,,0,0
ACC-BR01-25040,,,,,0,0
ACC-BR01-12569,,,,,0,0
ACC-BR01-34457,,,,,0,0
ACC-BR01-19944,,,,,0,0
ACC-BR01-29319,,,,,0,0
ACC-BR01-38982,,,,,0,0
ACC-BR01-24534,,,,,0,0
ACC-BR01-24816,,,,,0,0
ACC-BR01-36537,,,,,0,0
ACC-BR01-41040,,,,,0,0
ACC-BR01-42655,,,,,0,0
ACC-BR01-33257,,,,,0,0
ACC-BR01-15541,,,,,0,0
ACC-BR01-16118,,,,,0,0
ACC-BR01-41900,,,,,0,0
ACC-BR01-35918,,,,,0,0
ACC-BR01-26812,,,,,0,0
ACC-BR01-40843,,,,,0,0
ACC-BR01-41449,,,,,0,0
ACC-BR01-36715,,,,,0,0
ACC-BR01-29061,,,,,0,0
ACC-BR01-37751,,,,,0,0
ACC-BR01-25334,,,,,0,0
ACC-BR01-26338,,,,,0,0
ACC-BR01-33977,,,,,0,0
ACC-BR01-21171,,,,,0,0
ACC-BR01-25511,,,,,0,0
ACC-BR01-41767,,,,,0,0
ACC-BR01-19319,,,,,0,0
ACC-BR01-35920,,,,,0,0
ACC-BR01-28805,,,,,0,0
ACC-BR01-16899,,,,,0,0
ACC-BR01-26321,,,,,0,0
ACC-BR01-18161,,,,,0,0
ACC-BR01-35403,,,,,0,0
ACC-BR01-14100,,,,,0,0
ACC-BR01-15438,,,,,0,0
ACC-BR01-37197,,,,,0,0
ACC-BR01-39530,,,,,0,0
ACC-BR01-17483,,,,,0,0
ACC-BR01-37478,,,,,0,0
ACC-BR01-33454,,,,,0,0
ACC-BR01-30597,,,,,0,0
ACC-BR01-41580,,,,,0,0
ACC-BR01-32009,,,,,0,0
ACC-BR01-35700,,,,,0,0
ACC-BR01-14838,,,,,0,0
ACC-BR01-31122,,,,,0,0
ACC-BR01-39448,,,,,0,0
ACC-BR01-38291,,,,,0,0
ACC-BR01-24647,,,,,0,0
ACC-BR01-10665,,,,,0,0
ACC-BR01-40426,,,,,0,0
ACC-BR01-29969,,,,,0,0
ACC-BR01-17338,,,,,0,0
ACC-BR01-25330,,,,,0,0
ACC-BR01-12233,,,,,0,0
ACC-BR01-10377,,,,,0,0
ACC-BR01-23746,,,,,0,0
ACC-BR01-36483,,,,,0,0
ACC-BR01-38514,,,,,0,0
ACC-BR01-27050,,,,,0,0
ACC-BR01-22407,,,,,0,0
ACC-BR01-34500,,,,,0,0
ACC-BR01-13464,,,,,0,0
ACC-BR01-36280,,,,,0,0
ACC-BR01-30822,,,,,0,0
ACC-BR01-40947,,,,,0,0
ACC-BR01-21858,,,,,0,0
ACC-BR01-13834,,,,,0,0
ACC-BR01-20591,,,,,0,0
ACC-BR01-32929,,,,,0,0
ACC-BR01-18664,,,,,0,0
ACC-BR01-20619,,,,,0,0
ACC-BR01-16869,,,,,0,0
ACC-BR01-18995,,,,,0,0
ACC-BR01-20666,,,,,0,0
ACC-BR01-26682,,,,,0,0
ACC-BR01-21697,,,,,0,0
ACC-BR01-37217,,,,,0,0
ACC-BR01-23642,,,,,0,0
ACC-BR01-17834,,,,,0,0
ACC-BR01-23343,,,,,0,0
ACC-BR01-42682,,,,,0,0
ACC-BR01-38333,,,,,0,0
ACC-BR01-24450,,,,,0,0
ACC-BR01-26128,,,,,0,0
ACC-BR01-12062,,,,,0,0
ACC-BR01-15821,,,,,0,0
ACC-BR01-39677,,,,,0,0
ACC-BR01-35190,,,,,0,0
ACC-BR01-35907,,,,,0,0
ACC-BR01-22762,,,,,0,0
ACC-BR01-23659,,,,,0,0
ACC-BR01-28971,,,,,0,0
ACC-BR01-38193,,,,,0,0
ACC-BR01-11108,,,,,0,0
ACC-BR01-26543,,,,,0,0
ACC-BR01-17707,,,,,0,0
ACC-BR01-40646,,,,,0,0
ACC-BR01-34307,,,,,0,0
ACC-BR01-37055,,,,,0,0
ACC-BR01-24101,,,,,0,0
ACC-BR01-21554,,,,,0,0
ACC-BR01-25216,,,,,0,0
ACC-BR01-15399,,,,,0,0
ACC-BR01-18942,,,,,0,0
ACC-BR01-24444,,,,,0,0
ACC-BR01-20489,,,,,0,0
ACC-BR01-12167,,,,,0,0
ACC-BR01-41038,,,,,0,0
ACC-BR01-25083,,,,,0,0
ACC-BR01-12224,,,,,0,0
ACC-BR01-12816,,,,,0,0
ACC-BR01-42720,,,,,0,0
ACC-BR01-15582,,,,,0,0
ACC-BR01-16700,,,,,0,0
ACC-BR01-32010,,,,,0,0
ACC-BR01-17974,,,,,0,0
ACC-BR01-10661,,,,,0,0
ACC-BR01-32519,,,,,0,0
ACC-BR01-31825,,,,,0,0
ACC-BR01-19972,,,,,0,0
ACC-BR01-41638,,,,,0,0
ACC-BR01-19231,,,,,0,0
ACC-BR01-24276,,,,,0,0
ACC-BR01-35248,,,,,0,0
ACC-BR01-39817,,,,,0,0
ACC-BR01-27510,,,,,0,0
ACC-BR01-30485,,,,,0,0
ACC-BR01-42200,,,,,0,0
